,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_EMPLOYED,work_phone,phone,email,family_size,begin_month,credit,age
4387,0,0,1,0,12.100717685412471,Working,Secondary / secondary special,Single / not married,House / apartment,683,0,0,0,1.0,45.0,2.0,35
4388,1,0,1,1,11.967187086434018,Commercial associate,Secondary / secondary special,Married,House / apartment,3457,0,0,0,3.0,26.0,2.0,29
4389,0,1,1,0,11.87757552297847,Working,Higher education,Married,House / apartment,307,0,1,0,2.0,23.0,1.0,24
4390,0,1,1,0,12.793862088206213,Working,Higher education,Civil marriage,House / apartment,2012,0,0,0,2.0,22.0,2.0,31
4391,1,0,0,0,11.707677772181546,Working,Secondary / secondary special,Married,House / apartment,703,0,1,0,2.0,39.0,1.0,28
4392,0,0,0,0,11.995357787034976,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,38.0,2.0,58
4393,0,0,0,0,12.100717685412471,Working,Secondary / secondary special,Married,House / apartment,1610,0,0,0,2.0,4.0,1.0,28
4394,0,1,0,1,12.049424683420915,Working,Secondary / secondary special,Civil marriage,House / apartment,6488,1,1,0,3.0,33.0,2.0,38
4395,0,0,1,0,11.967187086434018,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,1,2.0,47.0,2.0,55
4396,1,0,0,0,11.779136168550774,Pensioner,Higher education,Married,House / apartment,0,0,0,0,2.0,15.0,1.0,67
4397,0,0,0,0,12.19602736016897,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,9748,0,0,0,2.0,18.0,2.0,51
4398,0,1,0,0,12.729323752253295,Working,Secondary / secondary special,Married,House / apartment,681,1,1,0,2.0,30.0,2.0,46
4399,1,1,1,0,12.303657509006147,Working,Secondary / secondary special,Married,House / apartment,993,0,1,0,2.0,11.0,2.0,53
4400,1,1,1,1,12.830675960927596,State servant,Higher education,Married,Office apartment,1213,0,0,0,3.0,45.0,2.0,35
4401,0,0,1,0,11.547336553476635,Working,Secondary / secondary special,Married,House / apartment,1691,0,0,0,2.0,1.0,0.0,55
4402,0,0,1,1,11.407576060361786,Commercial associate,Secondary / secondary special,Married,House / apartment,5359,0,0,0,3.0,3.0,1.0,35
4403,0,0,1,0,12.506180941677357,Working,Secondary / secondary special,Married,Municipal apartment,770,0,0,1,2.0,14.0,2.0,42
4404,1,1,0,2,11.813037464800539,Working,Higher education,Married,House / apartment,1631,0,0,0,4.0,16.0,2.0,34
4405,1,1,1,0,11.813037464800539,Commercial associate,Secondary / secondary special,Married,House / apartment,2433,0,0,0,2.0,48.0,0.0,31
4406,0,1,1,1,12.100717685412471,Commercial associate,Secondary / secondary special,Separated,House / apartment,6180,0,0,0,2.0,51.0,2.0,39
4407,0,0,1,0,11.630717389475995,State servant,Secondary / secondary special,Married,House / apartment,6524,0,0,0,2.0,15.0,2.0,54
4408,0,0,1,0,11.407576060361786,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,21.0,2.0,58
4409,0,0,1,2,11.302216779257382,Working,Secondary / secondary special,Married,House / apartment,9745,0,1,0,4.0,7.0,0.0,45
4410,0,1,1,0,11.302216779257382,Working,Secondary / secondary special,Married,House / apartment,763,1,0,0,2.0,11.0,0.0,36
4411,1,1,1,2,12.660331092405906,Working,Higher education,Married,House / apartment,1156,0,0,0,4.0,7.0,2.0,34
4412,0,0,0,0,11.707677772181546,Commercial associate,Secondary / secondary special,Married,House / apartment,6195,0,0,0,2.0,54.0,2.0,51
4413,1,1,1,2,13.710151153416941,Commercial associate,Higher education,Married,House / apartment,1000,0,0,0,4.0,10.0,2.0,27
4414,0,0,1,0,11.87757552297847,Working,Higher education,Single / not married,House / apartment,4943,0,0,0,1.0,15.0,1.0,36
4415,0,0,1,0,12.715900771961074,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,0,1.0,4.0,1.0,60
4416,0,0,1,0,11.630717389475995,Working,Secondary / secondary special,Married,House / apartment,1892,1,0,0,2.0,13.0,2.0,29
4417,0,0,1,0,12.323860125621126,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,2.0,50.0,1.0,57
4418,0,0,0,0,11.502885230075814,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,370,1,0,0,1.0,41.0,2.0,44
4419,0,0,1,1,12.506180941677357,Commercial associate,Higher education,Married,House / apartment,232,0,0,1,3.0,8.0,2.0,40
4420,0,0,1,1,11.119897691565697,Commercial associate,Higher education,Married,House / apartment,1567,0,0,1,3.0,12.0,2.0,24
4421,0,0,0,0,11.119897691565697,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,22.0,2.0,58
4422,0,1,1,1,11.967187086434018,Working,Secondary / secondary special,Single / not married,House / apartment,1266,0,0,0,2.0,3.0,1.0,29
4423,0,0,1,0,11.407576060361786,Working,Secondary / secondary special,Single / not married,House / apartment,879,0,1,0,1.0,7.0,2.0,37
4424,0,0,1,0,11.813037464800539,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,2.0,57.0,2.0,51
4425,1,1,0,0,12.854486546624395,State servant,Higher education,Married,Office apartment,4174,0,0,0,2.0,17.0,2.0,32
4426,0,1,0,0,11.967187086434018,State servant,Secondary / secondary special,Married,House / apartment,2927,0,1,0,2.0,17.0,2.0,46
4427,0,1,1,1,12.506180941677357,Working,Secondary / secondary special,Separated,House / apartment,768,0,0,0,2.0,57.0,0.0,44
4428,1,1,1,0,12.323860125621126,Working,Higher education,Single / not married,With parents,663,1,1,0,1.0,5.0,2.0,25
4429,1,1,1,2,12.323860125621126,Commercial associate,Secondary / secondary special,Married,House / apartment,2977,0,0,0,4.0,10.0,0.0,41
4430,1,0,1,0,12.660331092405906,Working,Higher education,Single / not married,House / apartment,3084,0,0,0,1.0,40.0,1.0,29
4431,0,0,1,0,11.967187086434018,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,1,0,1.0,22.0,2.0,62
4432,1,1,0,1,11.502885230075814,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,3.0,6.0,0.0,51
4433,0,0,0,0,11.407576060361786,Working,Higher education,Married,House / apartment,1201,0,1,0,2.0,29.0,2.0,52
4434,1,0,0,1,11.967187086434018,Working,Secondary / secondary special,Married,House / apartment,1458,0,0,0,3.0,33.0,2.0,44
4435,1,1,1,0,12.323860125621126,Working,Secondary / secondary special,Married,House / apartment,2759,0,0,0,2.0,14.0,2.0,41
4436,0,0,0,0,11.87757552297847,Working,Secondary / secondary special,Married,House / apartment,4662,0,1,0,2.0,22.0,2.0,54
4437,0,0,1,1,12.323860125621126,Commercial associate,Higher education,Married,House / apartment,2569,0,1,0,3.0,27.0,2.0,43
4438,1,1,1,0,11.813037464800539,Working,Secondary / secondary special,Civil marriage,House / apartment,477,0,1,0,2.0,38.0,2.0,29
4439,0,0,0,0,12.323860125621126,Working,Secondary / secondary special,Married,House / apartment,2180,0,1,0,2.0,27.0,2.0,36
4440,1,1,1,0,12.323860125621126,Working,Higher education,Married,Rented apartment,481,0,0,0,2.0,58.0,2.0,29
4441,1,0,1,1,11.967187086434018,Working,Secondary / secondary special,Married,House / apartment,2315,0,0,0,3.0,37.0,2.0,42
4442,0,0,1,0,11.407576060361786,Pensioner,Higher education,Married,House / apartment,0,0,0,0,2.0,38.0,2.0,58
4443,1,0,1,0,11.813037464800539,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,23.0,2.0,58
4444,1,1,1,2,13.42246945133505,Commercial associate,Higher education,Married,House / apartment,3003,0,0,0,4.0,38.0,2.0,36
4445,0,0,0,0,13.017005083966255,Working,Secondary / secondary special,Married,House / apartment,686,0,0,0,2.0,28.0,2.0,51
4446,0,0,1,0,11.407576060361786,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,35.0,1.0,59
4447,1,1,0,0,11.744045122410057,Working,Secondary / secondary special,Married,House / apartment,172,0,0,0,2.0,1.0,0.0,23
4448,0,0,0,0,11.184435286790631,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,52.0,2.0,61
4449,0,1,1,1,11.813037464800539,Working,Higher education,Married,House / apartment,721,0,0,0,3.0,53.0,2.0,33
4450,1,1,0,0,11.58989576532275,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,60.0,2.0,62
4451,0,1,1,0,13.42246945133505,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,913,0,0,0,2.0,10.0,0.0,51
4452,1,1,1,1,12.19602736016897,Commercial associate,Higher education,Civil marriage,House / apartment,4279,0,1,0,3.0,24.0,2.0,44
4453,1,1,1,0,11.967187086434018,Working,Secondary / secondary special,Married,House / apartment,7103,1,1,0,2.0,52.0,2.0,60
4454,1,0,0,0,11.813037464800539,Working,Secondary / secondary special,Married,House / apartment,3518,1,0,0,2.0,36.0,1.0,40
4455,0,0,1,2,11.630717389475995,Commercial associate,Secondary / secondary special,Married,House / apartment,1025,0,0,0,4.0,-0.0,0.0,34
4456,0,0,0,0,11.245059091624615,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,3.0,0.0,64
4457,0,0,1,0,11.630717389475995,State servant,Secondary / secondary special,Married,House / apartment,6358,0,0,0,2.0,41.0,2.0,51
4458,0,0,0,0,12.049424683420915,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,39.0,2.0,59
4459,0,1,1,0,11.813037464800539,Working,Secondary / secondary special,Single / not married,House / apartment,2504,0,0,0,1.0,11.0,2.0,47
4460,1,1,0,0,11.813037464800539,Working,Secondary / secondary special,Married,House / apartment,1816,1,1,0,2.0,39.0,2.0,36
4461,0,0,0,0,12.506180941677357,Working,Secondary / secondary special,Widow,House / apartment,407,0,0,0,1.0,5.0,0.0,51
4462,0,0,0,0,11.119897691565697,State servant,Secondary / secondary special,Married,Co-op apartment,7471,0,0,0,2.0,30.0,2.0,49
4463,0,0,0,1,12.506180941677357,Working,Secondary / secondary special,Separated,House / apartment,1292,1,1,0,2.0,50.0,2.0,40
4464,1,1,0,0,11.813037464800539,Pensioner,Higher education,Separated,House / apartment,0,0,0,0,1.0,37.0,1.0,66
4465,1,1,0,0,12.323860125621126,Working,Secondary / secondary special,Single / not married,Rented apartment,1810,0,0,1,1.0,27.0,2.0,25
4466,0,0,1,0,12.100717685412471,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,34.0,0.0,48
4467,1,1,1,0,12.100717685412471,Working,Secondary / secondary special,Married,House / apartment,132,0,0,0,2.0,10.0,1.0,47
4468,1,1,0,0,12.323860125621126,Working,Secondary / secondary special,Civil marriage,Office apartment,3110,0,0,0,2.0,16.0,0.0,57
4469,0,0,1,1,11.995357787034976,State servant,Higher education,Civil marriage,House / apartment,88,0,0,0,3.0,50.0,2.0,41
4470,0,0,1,0,12.173037959397275,Commercial associate,Secondary / secondary special,Married,House / apartment,1721,0,0,0,2.0,11.0,2.0,42
4471,0,0,1,1,12.506180941677357,State servant,Secondary / secondary special,Civil marriage,House / apartment,5252,0,0,0,3.0,7.0,2.0,34
4472,1,0,1,0,12.660331092405906,Working,Secondary / secondary special,Married,House / apartment,4029,0,0,0,2.0,4.0,1.0,35
4473,0,0,0,0,11.630717389475995,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,0,1.0,28.0,0.0,54
4474,0,1,1,0,13.017005083966255,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1905,0,0,0,1.0,56.0,2.0,43
4475,0,1,0,0,12.100717685412471,Working,Secondary / secondary special,Married,House / apartment,5574,1,1,0,2.0,15.0,2.0,50
4476,1,0,0,0,11.813037464800539,Working,Secondary / secondary special,Married,House / apartment,3518,1,0,0,2.0,48.0,2.0,40
4477,0,0,1,3,12.586223364451623,Working,Incomplete higher,Married,House / apartment,3935,1,0,0,5.0,58.0,2.0,32
4478,1,1,1,0,11.630717389475995,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,23.0,2.0,63
4479,0,1,0,0,12.323860125621126,Working,Higher education,Civil marriage,House / apartment,2433,0,0,0,2.0,12.0,1.0,39
4480,1,1,0,0,11.407576060361786,Working,Secondary / secondary special,Married,House / apartment,1661,1,0,0,2.0,49.0,0.0,50
4481,0,0,1,0,11.813037464800539,Working,Higher education,Single / not married,House / apartment,1133,0,0,0,1.0,23.0,1.0,24
4482,1,1,0,1,12.323860125621126,Working,Secondary / secondary special,Married,House / apartment,1878,0,0,0,3.0,16.0,2.0,28
4483,0,0,0,0,12.506180941677357,State servant,Higher education,Married,House / apartment,2341,1,1,0,2.0,40.0,1.0,36
4484,0,1,0,2,12.506180941677357,State servant,Higher education,Married,House / apartment,7369,1,1,0,4.0,24.0,2.0,43
4485,0,0,0,0,11.184435286790631,State servant,Secondary / secondary special,Married,House / apartment,7698,0,0,0,2.0,22.0,2.0,53
4486,0,0,1,0,11.967187086434018,Pensioner,Lower secondary,Married,House / apartment,0,0,0,0,2.0,21.0,2.0,64
4487,0,0,1,1,11.630717389475995,Working,Secondary / secondary special,Married,House / apartment,135,1,1,0,3.0,29.0,2.0,30
4488,0,1,1,1,11.813037464800539,Commercial associate,Higher education,Married,House / apartment,2874,0,0,0,3.0,39.0,2.0,42
4489,0,1,0,0,11.502885230075814,Working,Secondary / secondary special,Married,House / apartment,4392,1,1,0,2.0,15.0,2.0,40
4490,0,0,0,0,12.218500103788143,Working,Secondary / secondary special,Single / not married,House / apartment,13102,1,0,0,1.0,35.0,2.0,56
4491,0,0,1,0,13.324489195480057,State servant,Secondary / secondary special,Married,House / apartment,3715,0,0,1,2.0,43.0,2.0,34
4492,1,1,1,0,12.729323752253295,Working,Secondary / secondary special,Married,House / apartment,5618,0,0,0,2.0,39.0,1.0,42
4493,1,1,1,1,12.049424683420915,Working,Secondary / secondary special,Married,House / apartment,946,0,0,0,3.0,21.0,2.0,27
4494,0,0,0,0,11.456365695436427,Pensioner,Higher education,Married,House / apartment,0,0,1,0,2.0,39.0,1.0,58
4495,0,0,1,0,12.100717685412471,Working,Secondary / secondary special,Married,House / apartment,1344,0,0,1,2.0,51.0,2.0,26
4496,0,0,0,0,11.302216779257382,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,40.0,2.0,55
4497,0,0,0,1,12.100717685412471,State servant,Higher education,Married,House / apartment,2500,1,1,1,3.0,45.0,2.0,38
4498,0,0,1,0,12.218500103788143,Commercial associate,Secondary / secondary special,Married,House / apartment,674,0,0,0,2.0,22.0,2.0,44
4499,0,0,1,0,11.407576060361786,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,1,0,1.0,33.0,0.0,61
4500,0,0,0,1,12.586223364451623,Working,Incomplete higher,Married,House / apartment,4030,1,1,0,3.0,36.0,2.0,34
4501,0,0,1,0,11.630717389475995,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,0,1.0,42.0,1.0,57
4502,0,0,0,0,11.302216779257382,Working,Secondary / secondary special,Single / not married,House / apartment,377,1,1,0,1.0,23.0,2.0,48
4503,0,1,0,1,11.245059091624615,Pensioner,Secondary / secondary special,Married,Municipal apartment,0,0,1,0,3.0,52.0,2.0,59
4504,1,1,0,0,11.688985794459663,Working,Secondary / secondary special,Civil marriage,House / apartment,645,0,0,1,2.0,53.0,2.0,48
4505,0,0,1,0,11.407576060361786,Working,Secondary / secondary special,Married,House / apartment,1552,1,1,0,2.0,28.0,1.0,52
4506,0,0,0,0,11.813037464800539,Commercial associate,Higher education,Married,House / apartment,2044,0,0,0,2.0,15.0,2.0,35
4507,0,1,1,0,11.813037464800539,Working,Secondary / secondary special,Married,House / apartment,789,0,0,0,2.0,24.0,2.0,40
4508,0,0,0,0,11.813037464800539,Working,Secondary / secondary special,Married,House / apartment,1570,0,0,0,2.0,5.0,2.0,30
4509,0,0,1,0,11.630717389475995,Working,Secondary / secondary special,Widow,House / apartment,583,0,0,0,1.0,7.0,0.0,53
4510,0,1,1,0,11.813037464800539,Commercial associate,Secondary / secondary special,Married,House / apartment,1463,1,0,0,2.0,14.0,2.0,33
4511,1,1,1,0,11.407576060361786,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,11.0,2.0,60
4512,0,0,1,0,11.813037464800539,Pensioner,Higher education,Separated,House / apartment,0,0,1,0,1.0,19.0,2.0,56
4513,0,0,1,0,11.302216779257382,Working,Secondary / secondary special,Married,House / apartment,563,0,0,0,2.0,43.0,2.0,46
4514,0,0,1,2,11.938199736300925,Working,Higher education,Married,House / apartment,1011,1,1,0,4.0,22.0,1.0,29
4515,0,0,0,2,12.323860125621126,State servant,Secondary / secondary special,Married,House / apartment,1984,0,0,0,4.0,39.0,2.0,33
4516,0,1,1,0,12.100717685412471,State servant,Secondary / secondary special,Married,House / apartment,3873,0,0,0,2.0,41.0,2.0,56
4517,1,1,1,0,12.660331092405906,Working,Higher education,Married,House / apartment,2796,0,0,0,2.0,9.0,1.0,50
4518,0,1,1,0,11.813037464800539,Working,Secondary / secondary special,Civil marriage,House / apartment,8377,0,0,0,2.0,4.0,2.0,45
4519,1,0,1,2,12.323860125621126,State servant,Higher education,Married,House / apartment,4584,0,0,0,4.0,30.0,0.0,35
4520,1,1,1,2,12.419169901386761,Working,Secondary / secondary special,Married,House / apartment,1351,0,0,0,4.0,40.0,2.0,29
4521,1,1,1,1,12.506180941677357,Working,Secondary / secondary special,Married,House / apartment,917,0,1,0,3.0,37.0,1.0,34
4522,0,0,1,0,11.813037464800539,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,2.0,16.0,0.0,57
4523,1,1,0,0,11.813037464800539,Working,Secondary / secondary special,Married,House / apartment,3484,0,0,0,2.0,35.0,2.0,49
4524,1,1,1,0,11.813037464800539,Working,Secondary / secondary special,Married,House / apartment,3377,0,0,0,2.0,46.0,2.0,42
4525,0,0,0,1,11.813037464800539,Commercial associate,Secondary / secondary special,Married,With parents,1172,0,0,0,3.0,27.0,2.0,37
4526,1,0,1,1,12.793862088206213,Working,Secondary / secondary special,Civil marriage,House / apartment,2877,0,1,0,3.0,51.0,2.0,34
4527,0,0,1,1,12.100717685412471,Working,Secondary / secondary special,Married,House / apartment,3131,0,0,0,3.0,2.0,1.0,43
4528,0,0,1,2,11.967187086434018,Working,Secondary / secondary special,Married,House / apartment,2351,0,0,0,4.0,12.0,2.0,29
4529,0,1,1,0,11.630717389475995,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,26.0,2.0,56
4530,0,0,0,0,11.630717389475995,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,32.0,2.0,65
4531,1,1,1,3,12.218500103788143,Working,Secondary / secondary special,Married,House / apartment,1981,0,0,0,5.0,29.0,2.0,36
4532,1,1,1,0,12.218500103788143,Working,Secondary / secondary special,Civil marriage,House / apartment,1315,1,0,0,2.0,43.0,0.0,29
4533,0,0,0,0,11.813037464800539,Working,Secondary / secondary special,Civil marriage,House / apartment,10821,0,0,0,2.0,55.0,2.0,52
4534,0,0,1,1,12.100717685412471,Commercial associate,Secondary / secondary special,Married,House / apartment,6075,0,1,0,3.0,7.0,1.0,44
4535,0,0,1,0,12.100717685412471,Commercial associate,Secondary / secondary special,Married,House / apartment,2264,0,1,0,2.0,14.0,2.0,28
4536,0,0,1,0,12.218500103788143,Working,Secondary / secondary special,Single / not married,House / apartment,590,1,0,0,1.0,42.0,2.0,29
4537,1,1,0,0,12.419169901386761,Working,Incomplete higher,Separated,House / apartment,1550,1,1,0,1.0,11.0,2.0,28
4538,0,0,1,0,12.218500103788143,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,51.0,1.0,58
4539,0,0,0,0,11.967187086434018,Working,Secondary / secondary special,Married,House / apartment,3807,1,0,0,2.0,9.0,2.0,30
4540,1,0,1,1,11.630717389475995,Commercial associate,Secondary / secondary special,Married,House / apartment,1189,1,1,0,3.0,36.0,2.0,27
4541,1,0,1,0,12.323860125621126,Working,Secondary / secondary special,Married,House / apartment,1520,0,0,0,2.0,57.0,2.0,58
4542,0,0,0,2,12.100717685412471,Commercial associate,Incomplete higher,Married,House / apartment,3249,0,1,0,4.0,13.0,2.0,37
4543,0,0,1,0,12.218500103788143,Working,Higher education,Married,House / apartment,803,1,1,0,2.0,44.0,1.0,35
4544,0,0,1,0,12.218500103788143,State servant,Higher education,Married,House / apartment,640,0,1,0,2.0,19.0,2.0,30
4545,0,0,1,0,12.173037959397275,Pensioner,Higher education,Married,House / apartment,0,0,0,0,2.0,16.0,2.0,56
4546,0,1,1,2,11.630717389475995,Working,Secondary / secondary special,Married,House / apartment,2747,1,0,0,4.0,10.0,2.0,34
4547,1,1,1,0,12.323860125621126,Working,Incomplete higher,Married,House / apartment,1587,0,0,0,2.0,40.0,2.0,33
4548,1,1,1,0,12.854486546624395,Working,Higher education,Married,House / apartment,1748,0,1,0,2.0,8.0,1.0,32
4549,0,0,0,0,11.630717389475995,Commercial associate,Secondary / secondary special,Married,House / apartment,5782,0,1,0,2.0,7.0,0.0,53
4550,0,1,1,0,11.407576060361786,Working,Secondary / secondary special,Married,House / apartment,3124,0,0,0,2.0,44.0,2.0,46
4551,0,0,1,0,10.937579097686422,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,2.0,18.0,1.0,65
4552,0,0,0,0,12.660331092405906,Commercial associate,Higher education,Married,House / apartment,309,1,1,1,2.0,59.0,2.0,44
4553,0,0,1,2,11.813037464800539,Working,Secondary / secondary special,Married,House / apartment,4439,0,0,0,4.0,23.0,2.0,35
4554,0,1,1,0,12.323860125621126,Working,Higher education,Separated,House / apartment,583,0,1,0,1.0,8.0,0.0,30
4555,0,0,1,1,13.42246945133505,Commercial associate,Higher education,Married,House / apartment,1467,0,1,0,3.0,50.0,2.0,43
4556,0,0,0,0,11.813037464800539,State servant,Secondary / secondary special,Married,House / apartment,10936,0,1,0,2.0,38.0,2.0,51
4557,0,1,0,0,11.119897691565697,Working,Secondary / secondary special,Married,House / apartment,1404,1,1,0,2.0,60.0,2.0,33
4558,1,1,0,0,12.660331092405906,Commercial associate,Higher education,Married,House / apartment,4853,1,1,0,2.0,6.0,1.0,38
4559,0,0,1,0,11.407576060361786,State servant,Secondary / secondary special,Separated,House / apartment,302,0,0,0,1.0,7.0,1.0,39
4560,1,1,0,0,12.793862088206213,Commercial associate,Secondary / secondary special,Separated,With parents,556,1,1,0,1.0,14.0,2.0,28
4561,1,1,0,0,12.506180941677357,Commercial associate,Higher education,Single / not married,House / apartment,158,0,0,0,1.0,15.0,1.0,26
4562,0,0,1,0,12.522710182912336,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,40.0,2.0,62
4563,1,1,0,0,12.100717685412471,Working,Secondary / secondary special,Married,House / apartment,1174,0,0,0,2.0,12.0,2.0,27
4564,0,1,1,0,11.845827048676645,Commercial associate,Incomplete higher,Married,House / apartment,2165,0,0,0,2.0,15.0,2.0,42
4565,1,1,1,0,12.506180941677357,Commercial associate,Secondary / secondary special,Married,House / apartment,5331,0,0,0,2.0,60.0,0.0,48
4566,0,0,1,0,11.669937760751914,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,2.0,27.0,2.0,62
4567,0,0,1,0,11.407576060361786,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,4.0,1.0,63
4568,0,0,1,1,11.967187086434018,State servant,Secondary / secondary special,Single / not married,House / apartment,1350,0,0,0,2.0,12.0,1.0,34
4569,0,0,0,0,12.660331092405906,Commercial associate,Higher education,Married,House / apartment,309,1,1,1,2.0,6.0,2.0,44
4570,0,1,0,1,12.022756594390605,State servant,Higher education,Married,House / apartment,5819,0,0,0,3.0,38.0,2.0,39
4571,0,0,1,0,11.11320880284171,Pensioner,Higher education,Married,House / apartment,0,0,0,0,2.0,34.0,2.0,66
4572,1,1,0,2,12.218500103788143,Working,Secondary / secondary special,Married,House / apartment,3787,0,0,0,4.0,39.0,2.0,43
4573,0,0,1,0,12.323860125621126,State servant,Secondary / secondary special,Married,House / apartment,8497,0,1,0,2.0,48.0,2.0,44
4574,1,1,1,0,11.630717389475995,Working,Secondary / secondary special,Single / not married,House / apartment,1613,0,0,0,1.0,24.0,2.0,27
4575,1,0,0,0,12.218500103788143,Working,Secondary / secondary special,Married,House / apartment,2585,1,0,0,2.0,15.0,1.0,27
4576,1,0,1,0,11.938199736300925,Working,Secondary / secondary special,Married,House / apartment,1838,0,0,0,2.0,49.0,2.0,37
4577,0,0,1,0,11.630717389475995,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,45.0,0.0,62
4578,0,0,1,0,11.813037464800539,Commercial associate,Secondary / secondary special,Married,House / apartment,504,0,0,0,2.0,17.0,2.0,42
4579,0,1,1,3,11.744045122410057,Commercial associate,Secondary / secondary special,Married,House / apartment,1097,0,0,0,5.0,29.0,2.0,33
4580,1,1,1,0,13.199326270390594,Working,Secondary / secondary special,Civil marriage,House / apartment,2899,0,0,0,2.0,14.0,2.0,53
4581,0,1,1,0,12.323860125621126,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,45.0,1.0,54
4582,0,0,1,0,12.818554633046093,State servant,Secondary / secondary special,Married,House / apartment,2881,0,0,0,2.0,34.0,0.0,49
4583,0,0,1,0,12.323860125621126,Pensioner,Secondary / secondary special,Separated,House / apartment,0,0,1,0,1.0,22.0,2.0,57
4584,0,0,0,1,11.967187086434018,Working,Secondary / secondary special,Married,House / apartment,2908,1,1,0,3.0,21.0,2.0,27
4585,1,0,0,0,11.967187086434018,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,50.0,2.0,64
4586,1,1,0,0,11.630717389475995,Commercial associate,Secondary / secondary special,Separated,House / apartment,1843,0,0,0,1.0,34.0,2.0,26
4587,1,1,0,2,12.323860125621126,Working,Secondary / secondary special,Married,House / apartment,2212,0,0,0,4.0,9.0,2.0,40
4588,1,0,0,0,11.813037464800539,Working,Higher education,Single / not married,With parents,528,1,1,0,1.0,3.0,0.0,27
4589,0,0,0,0,11.215206524587721,State servant,Secondary / secondary special,Married,House / apartment,3141,1,0,0,2.0,21.0,1.0,54
4590,0,1,0,1,11.630717389475995,Working,Higher education,Single / not married,House / apartment,1618,0,0,0,2.0,43.0,2.0,27
4591,0,0,0,0,11.967187086434018,Working,Secondary / secondary special,Married,House / apartment,277,0,0,0,2.0,47.0,2.0,49
4592,0,0,1,0,12.323860125621126,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,1,2.0,35.0,2.0,64
4593,1,1,0,0,12.793862088206213,Working,Higher education,Civil marriage,House / apartment,3092,1,0,0,2.0,39.0,2.0,32
4594,0,0,0,0,12.19602736016897,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,1,0,1.0,5.0,2.0,60
4595,1,1,1,0,12.100717685412471,Working,Secondary / secondary special,Married,House / apartment,3246,0,0,0,2.0,22.0,1.0,53
4596,1,1,1,1,12.100717685412471,Commercial associate,Secondary / secondary special,Married,House / apartment,3343,0,1,0,3.0,6.0,0.0,27
4597,1,1,1,2,11.744045122410057,Working,Secondary / secondary special,Married,House / apartment,3304,1,1,0,4.0,38.0,1.0,45
4598,0,1,0,0,11.302216779257382,Working,Secondary / secondary special,Single / not married,House / apartment,5494,0,0,0,1.0,28.0,0.0,50
4599,0,1,0,1,11.813037464800539,Working,Higher education,Civil marriage,House / apartment,623,0,0,0,3.0,20.0,2.0,35
4600,1,1,0,1,12.793862088206213,Commercial associate,Secondary / secondary special,Married,House / apartment,3846,1,0,0,3.0,58.0,2.0,45
4601,0,1,1,1,12.323860125621126,Working,Secondary / secondary special,Civil marriage,House / apartment,290,0,0,0,3.0,10.0,1.0,42
